,cnae_code,ativ_desc,description,code_description
1036,6421200,Bancos comerciais,commercial banks,6421200 - commercial banks
1037,6422100,"Bancos múltiplos, com carteira comercial","Multiple banks, with commercial portfolio","6422100 - Multiple banks, with commercial portfolio"
1038,6423900,Caixas econômicas,savings boxes,6423900 - savings boxes
1039,6424701,Bancos cooperativos,Cooperative banks,6424701 - Cooperative banks
1040,6424702,Cooperativas centrais de crédito,Central credit unions,6424702 - Central credit unions
1041,6424703,Cooperativas de crédito mútuo,mutual credit unions,6424703 - mutual credit unions
1042,6424704,Cooperativas de crédito rural,Rural credit cooperatives,6424704 - Rural credit cooperatives
1043,6431000,"Bancos múltiplos, sem carteira comercial","Multiple banks, without commercial portfolio","6431000 - Multiple banks, without commercial portfolio"
1044,6432800,Bancos de investimento,investment banks,6432800 - investment banks
1045,6433600,Bancos de desenvolvimento,development banks,6433600 - development banks
1046,6434400,Agências de fomento,development agencies,6434400 - development agencies
1047,6435201,Sociedades de crédito imobiliário,mortgage companies,6435201 - mortgage companies
1048,6435202,Associações de poupança e empréstimo,savings and loan associations,6435202 - savings and loan associations
1049,6435203,Companhias hipotecárias,mortgage companies,6435203 - mortgage companies
1050,6436100,"Sociedades de crédito, financiamento e investimento - financeiras","Credit, financing and investment companies - financial","6436100 - Credit, financing and investment companies - financial"
1051,6437900,Sociedades de crédito ao microempreendedor,Microentrepreneur Credit Societies,6437900 - Microentrepreneur Credit Societies
1052,6438701,Bancos de câmbio,exchange banks,6438701 - exchange banks
1053,6438799,Outras instituições de intermediação não-monetária não especificadas anteriormente,Other non-monetary intermediation institutions not previously specified,6438799 - Other non-monetary intermediation institutions not previously specified
1054,6440900,Arrendamento mercantil,Mercantile lease,6440900 - Mercantile lease
1055,6450600,Sociedades de capitalização,Capitalization companies,6450600 - Capitalization companies
1056,6461100,Holdings de instituições financeiras,Financial Institutions Holdings,6461100 - Financial Institutions Holdings
1057,6462000,Holdings de instituições não-financeiras,Holdings of non-financial institutions,6462000 - Holdings of non-financial institutions
1058,6463800,"Outras sociedades de participação, exceto holdings","Other holding companies, except holdings","6463800 - Other holding companies, except holdings"
1059,6470101,"Fundos de investimento, exceto previdenciários e imobiliários","Investment funds, except social security and real estate","6470101 - Investment funds, except social security and real estate"
1060,6470102,Fundos de investimento previdenciários,pension investment funds,6470102 - pension investment funds
1061,6470103,Fundos de investimento imobiliários,real estate investment funds,6470103 - real estate investment funds
1062,6491300,Sociedades de fomento mercantil - factoring,Mercantile development companies - factoring,6491300 - Mercantile development companies - factoring
1063,6492100,Securitização de créditos,Credit securitization,6492100 - Credit securitization
1064,6493000,Administração de consórcios para aquisição de bens e direitos,Administration of consortia for the acquisition of assets and rights,6493000 - Administration of consortia for the acquisition of assets and rights
1065,6499901,Clubes de investimento,investment clubs,6499901 - investment clubs
1066,6499902,Sociedades de investimento,investment companies,6499902 - investment companies
1067,6499903,Fundo garantidor de crédito,credit guarantee fund,6499903 - credit guarantee fund
1068,6499904,Caixas de financiamento de corporações,Corporate Financing Boxes,6499904 - Corporate Financing Boxes
1069,6499905,Concessão de crédito pelas OSCIP,Credit granting by OSCIP,6499905 - Credit granting by OSCIP
1070,6499999,Outras atividades de serviços financeiros não especificadas anteriormente,Other Financial Services Activities Not Specified Above,6499999 - Other Financial Services Activities Not Specified Above
1071,6511101,Sociedade seguradora de seguros vida,life insurance company,6511101 - life insurance company
1072,6511102,Planos de auxílio-funeral,Funeral Assistance Plans,6511102 - Funeral Assistance Plans
1073,6512000,Sociedade seguradora de seguros não vida,non-life insurance company,6512000 - non-life insurance company
1074,6520100,Sociedade seguradora de seguros saúde,health insurance company,6520100 - health insurance company
1075,6530800,Resseguros,Reinsurance,6530800 - Reinsurance
1076,6541300,Previdência complementar fechada,Closed supplementary pension,6541300 - Closed supplementary pension
1077,6542100,Previdência complementar aberta,open supplementary pension,6542100 - open supplementary pension
1078,6550200,Planos de saúde,Health insurance,6550200 - Health insurance
1079,6611801,Bolsa de valores,Stock Exchange,6611801 - Stock Exchange
1080,6611802,Bolsa de mercadorias,commodity exchange,6611802 - commodity exchange
1081,6611803,Bolsa de mercadorias e futuros,Commodity and Futures Exchange,6611803 - Commodity and Futures Exchange
1082,6611804,Administração de mercados de balcão organizados,Administration of organized over-the-counter markets,6611804 - Administration of organized over-the-counter markets
1083,6612601,Corretoras de títulos e valores mobiliários,Securities brokerages,6612601 - Securities brokerages
1084,6612602,Distribuidoras de títulos e valores mobiliários,Securities distributors,6612602 - Securities distributors
1085,6612603,Corretoras de câmbio,foreign exchange brokers,6612603 - foreign exchange brokers
1086,6612604,Corretoras de contratos de mercadorias,Commodity Contract Brokers,6612604 - Commodity Contract Brokers
1087,6612605,Agentes de investimentos em aplicações financeiras,Investment agents in financial investments,6612605 - Investment agents in financial investments
1088,6613400,Administração de cartões de crédito,credit card administration,6613400 - credit card administration
1089,6619301,Serviços de liquidação e custódia,Settlement and Escrow Services,6619301 - Settlement and Escrow Services
1090,6619302,Correspondentes de instituições financeiras,Financial Institutions Correspondents,6619302 - Financial Institutions Correspondents
1091,6619303,Representações de bancos estrangeiros,Foreign bank representations,6619303 - Foreign bank representations
1092,6619304,Caixas eletrônicos,ATMs,6619304 - ATMs
1093,6619305,Operadoras de cartões de débito,Debit Card Operators,6619305 - Debit Card Operators
1094,6619399,Outras atividades auxiliares dos serviços financeiros não especificadas anteriormente,Other auxiliary activities of financial services not specified above,6619399 - Other auxiliary activities of financial services not specified above
1095,6621501,Peritos e avaliadores de seguros,Insurance Experts and Evaluators,6621501 - Insurance Experts and Evaluators
1096,6621502,Auditoria e consultoria atuarial,Audit and actuarial consultancy,6621502 - Audit and actuarial consultancy
1097,6622300,"Corretores e agentes de seguros, de planos de previdência complementar e de saúde","Insurance, supplementary pension and health insurance brokers and agents","6622300 - Insurance, supplementary pension and health insurance brokers and agents"
1098,6629100,"Atividades auxiliares dos seguros, da previdência complementar e dos planos de saúde não especificadas anteriormente","Auxiliary activities of insurance, supplementary pension and health plans not previously specified","6629100 - Auxiliary activities of insurance, supplementary pension and health plans not previously specified"
1099,6630400,Atividades de administração de fundos por contrato ou comissão,Fund management activities by contract or commission,6630400 - Fund management activities by contract or commission
1100,6810201,Compra e venda de imóveis próprios,Purchase and sale of own properties,6810201 - Purchase and sale of own properties
1101,6810202,Aluguel de imóveis próprios,Own property rental,6810202 - Own property rental
1102,6810203,Loteamento de imóveis próprios,Subdivision of own properties,6810203 - Subdivision of own properties
1103,6821801,Corretagem na compra e venda e avaliação de imóveis,Brokerage in the purchase and sale and valuation of properties,6821801 - Brokerage in the purchase and sale and valuation of properties
1104,6821802,Corretagem no aluguel de imóveis,Real estate rental brokerage,6821802 - Real estate rental brokerage
1105,6822600,Gestão e administração da propriedade imobiliária,Management and administration of real estate property,6822600 - Management and administration of real estate property
1106,6911701,Serviços advocatícios,legal services,6911701 - legal services
1107,6911702,Atividades auxiliares da justiça,Auxiliary activities of justice,6911702 - Auxiliary activities of justice
1108,6911703,Agente de propriedade industrial,industrial property agent,6911703 - industrial property agent
1109,6912500,Cartórios,Notary Public,6912500 - Notary Public
1110,6920601,Atividades de contabilidade,accounting activities,6920601 - accounting activities
1111,6920602,Atividades de consultoria e auditoria contábil e tributária,Consulting and accounting and tax auditing activities,6920602 - Consulting and accounting and tax auditing activities
1112,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica","Business management consulting activities, except specific technical consulting","7020400 - Business management consulting activities, except specific technical consulting"
1113,7111100,Serviços de arquitetura,architectural services,7111100 - architectural services
1114,7112000,Serviços de engenharia,Engineering services,7112000 - Engineering services
1115,7119701,"Serviços de cartografia, topografia e geodésia","Cartography, topography and geodesy services","7119701 - Cartography, topography and geodesy services"
1116,7119702,Atividades de estudos geológicos,Geological study activities,7119702 - Geological study activities
1117,7119703,Serviços de desenho técnico relacionados à arquitetura e engenharia,Technical drawing services related to architecture and engineering,7119703 - Technical drawing services related to architecture and engineering
1118,7119704,Serviços de perícia técnica relacionados à segurança do trabalho,Technical expertise services related to occupational safety,7119704 - Technical expertise services related to occupational safety
1119,7119799,Atividades técnicas relacionadas à engenharia e arquitetura não especificadas anteriormente,Technical activities related to engineering and architecture not previously specified,7119799 - Technical activities related to engineering and architecture not previously specified
1120,7120100,Testes e análises técnicas,Technical testing and analysis,7120100 - Technical testing and analysis
1121,7210000,Pesquisa e desenvolvimento experimental em ciências físicas e naturais,Research and experimental development in physical and natural sciences,7210000 - Research and experimental development in physical and natural sciences
1122,7220700,Pesquisa e desenvolvimento experimental em ciências sociais e humanas,Research and experimental development in social sciences and humanities,7220700 - Research and experimental development in social sciences and humanities
1123,7311400,Agências de publicidade,Publicity agencies,7311400 - Publicity agencies
1124,7312200,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação","Agency of advertising spaces, except in communication vehicles","7312200 - Agency of advertising spaces, except in communication vehicles"
1125,7319001,Criação de estandes para feiras e exposições,Creation of booths for fairs and exhibitions,7319001 - Creation of booths for fairs and exhibitions
1126,7319002,Promoção de vendas,Sales promotion,7319002 - Sales promotion
1127,7319003,Marketing direto,Direct marketing,7319003 - Direct marketing
1128,7319004,Consultoria em publicidade,Advertising consultancy,7319004 - Advertising consultancy
1129,7319099,Outras atividades de publicidade não especificadas anteriormente,Other advertising activities not specified above,7319099 - Other advertising activities not specified above
1130,7320300,Pesquisas de mercado e de opinião pública,Market and public opinion surveys,7320300 - Market and public opinion surveys
1131,7410201,Design,Design,7410201 - Design
1132,7410202,Design de interiores,Interior design,7410202 - Interior design
1133,7410203,Design de produto,Product design,7410203 - Product design
1134,7410299,atividades de design não especificadas anteriormente,design activities not previously specified,7410299 - design activities not previously specified
1135,7420001,"Atividades de produção de fotografias, exceto aérea e submarina","Photo production activities, except aerial and underwater","7420001 - Photo production activities, except aerial and underwater"
1136,7420002,Atividades de produção de fotografias aéreas e submarinas,Aerial and underwater photography production activities,7420002 - Aerial and underwater photography production activities
1137,7420003,Laboratórios fotográficos,Photo labs,7420003 - Photo labs
1138,7420004,Filmagem de festas e eventos,Filming of parties and events,7420004 - Filming of parties and events
1139,7420005,Serviços de microfilmagem,microfilming services,7420005 - microfilming services
1140,7490101,"Serviços de tradução, interpretação e similares","Translation, interpreting and similar services","7490101 - Translation, interpreting and similar services"
1141,7490102,Escafandria e mergulho,Scuba diving and diving,7490102 - Scuba diving and diving
1142,7490103,Serviços de agronomia e de consultoria às atividades agrícolas e pecuárias,Agronomy and consulting services for agricultural and livestock activities,7490103 - Agronomy and consulting services for agricultural and livestock activities
1143,7490104,"Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários","Intermediation and agency activities for services and businesses in general, except real estate","7490104 - Intermediation and agency activities for services and businesses in general, except real estate"
1144,7490105,"Agenciamento de profissionais para atividades esportivas, culturais e artísticas","Agency of professionals for sporting, cultural and artistic activities","7490105 - Agency of professionals for sporting, cultural and artistic activities"
1145,7490199,"Outras atividades profissionais, científicas e técnicas não especificadas anteriormente","Other professional, scientific and technical activities not previously specified","7490199 - Other professional, scientific and technical activities not previously specified"
1146,7500100,Atividades veterinárias,veterinary activities,7500100 - veterinary activities
1147,7711000,Locação de automóveis sem condutor,Driverless car rental,7711000 - Driverless car rental
1148,7719501,"Locação de embarcações sem tripulação, exceto para fins recreativos","Lease of unmanned vessels, except for recreational purposes","7719501 - Lease of unmanned vessels, except for recreational purposes"
1149,7719502,Locação de aeronaves sem tripulação,Unmanned Aircraft Lease,7719502 - Unmanned Aircraft Lease
1150,7719599,"Locação de outros meios de transporte não especificados anteriormente, sem condutor","Rental of other means of transport not specified above, without driver","7719599 - Rental of other means of transport not specified above, without driver"
1151,7721700,Aluguel de equipamentos recreativos e esportivos,Recreational and sporting equipment rental,7721700 - Recreational and sporting equipment rental
1152,7722500,"Aluguel de fitas de vídeo, DVDs e similares","Rental of video tapes, DVDs and similar","7722500 - Rental of video tapes, DVDs and similar"
1153,7723300,"Aluguel de objetos do vestuário, jóias e acessórios","Clothing, jewelry and accessories rental","7723300 - Clothing, jewelry and accessories rental"
1154,7729201,Aluguel de aparelhos de jogos eletrônicos,Rental of electronic game devices,7729201 - Rental of electronic game devices
1155,7729202,"Aluguel de móveis, utensílios e aparelhos de uso doméstico e pessoal; instrumentos musicais","Rental of furniture, fixtures and appliances for domestic and personal use; musical instruments","7729202 - Rental of furniture, fixtures and appliances for domestic and personal use; musical instruments"
1156,7729203,Aluguel de material médico,rental of medical supplies,7729203 - rental of medical supplies
1157,7729299,Aluguel de outros objetos pessoais e domésticos não especificados anteriormente,Rental of other personal and household objects not previously specified,7729299 - Rental of other personal and household objects not previously specified
1158,7731400,Aluguel de máquinas e equipamentos agrícolas sem operador,Rental of agricultural machinery and equipment without an operator,7731400 - Rental of agricultural machinery and equipment without an operator
1159,7732201,"Aluguel de máquinas e equipamentos para construção sem operador, exceto andaimes","Rental of machinery and equipment for construction without operator, except scaffolding","7732201 - Rental of machinery and equipment for construction without operator, except scaffolding"
1160,7732202,Aluguel de andaimes,scaffolding rental,7732202 - scaffolding rental
1161,7733100,Aluguel de máquinas e equipamentos para escritórios,Office machinery and equipment rental,7733100 - Office machinery and equipment rental
1162,7739001,"Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador","Rental of machinery and equipment for extracting minerals and oil, without an operator","7739001 - Rental of machinery and equipment for extracting minerals and oil, without an operator"
1163,7739002,"Aluguel de equipamentos científicos, médicos e hospitalares, sem operador","Rental of scientific, medical and hospital equipment without an operator","7739002 - Rental of scientific, medical and hospital equipment without an operator"
1164,7739003,"Aluguel de palcos, coberturas e outras estruturas de uso temporário, exceto andaimes","Rental of stages, covers and other temporary use structures, except scaffolding","7739003 - Rental of stages, covers and other temporary use structures, except scaffolding"
1165,7739099,"Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador","Rental of other commercial and industrial machinery and equipment not specified above, without operator","7739099 - Rental of other commercial and industrial machinery and equipment not specified above, without operator"
1166,7740300,Gestão de ativos intangíveis não-financeiros,Management of non-financial intangible assets,7740300 - Management of non-financial intangible assets
1167,7810800,Seleção e agenciamento de mão-de-obra,Selection and agency of labor,7810800 - Selection and agency of labor
1168,7820500,Locação de mão-de-obra temporária,Temporary Labor Lease,7820500 - Temporary Labor Lease
1169,7830200,Fornecimento e gestão de recursos humanos para terceiros,Supply and management of human resources for third parties,7830200 - Supply and management of human resources for third parties
1170,7911200,Agências de viagens,travel agencies,7911200 - travel agencies
1171,7912100,Operadores turísticos,Tour operators,7912100 - Tour operators
1172,7990200,Serviços de reservas e outros serviços de turismo não especificados anteriormente,Reservation services and other tourism services not specified above,7990200 - Reservation services and other tourism services not specified above
1173,8011101,Atividades de vigilância e segurança privada,Surveillance and private security activities,8011101 - Surveillance and private security activities
1174,8011102,Serviços de adestramento de cães de guarda,Watchdog Training Services,8011102 - Watchdog Training Services
1175,8012900,Atividades de transporte de valores,Cash Transport Activities,8012900 - Cash Transport Activities
1176,8020000,Atividades de monitoramento de sistemas de segurança,Security systems monitoring activities,8020000 - Security systems monitoring activities
1177,8020001,Atividades de monitoramento de sistemas de segurança eletrônico,Electronic Security Systems Monitoring Activities,8020001 - Electronic Security Systems Monitoring Activities
1178,8020002,Outras atividades de serviços de segurança,Other Security Services Activities,8020002 - Other Security Services Activities
1179,8030700,Atividades de investigação particular,Private Investigation Activities,8030700 - Private Investigation Activities
1180,8111700,"Serviços combinados para apoio a edifícios, exceto condomínios prediais","Combined services to support buildings, except condominiums","8111700 - Combined services to support buildings, except condominiums"
1181,8112500,Condomínios prediais,building condominiums,8112500 - building condominiums
1182,8121400,Limpeza em prédios e em domicílios,Cleaning in buildings and homes,8121400 - Cleaning in buildings and homes
1183,8122200,Imunização e controle de pragas urbanas,Immunization and urban pest control,8122200 - Immunization and urban pest control
1184,8129000,Atividades de limpeza não especificadas anteriormente,Cleaning activities not previously specified,8129000 - Cleaning activities not previously specified
1185,8130300,Atividades paisagísticas,landscape activities,8130300 - landscape activities
1186,8211300,Serviços combinados de escritório e apoio administrativo,Combined office and administrative support services,8211300 - Combined office and administrative support services
1187,8219901,Fotocópias,photocopies,8219901 - photocopies
1188,8219999,Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente,Preparation of documents and specialized administrative support services not specified above,8219999 - Preparation of documents and specialized administrative support services not specified above
1189,8220200,Atividades de teleatendimento,Call center activities,8220200 - Call center activities
1190,8230001,"Serviços de organização de feiras, congressos, exposições e festas","Organization services for fairs, congresses, exhibitions and parties","8230001 - Organization services for fairs, congresses, exhibitions and parties"
1191,8230002,Casas de festas e eventos,Houses for parties and events,8230002 - Houses for parties and events
1192,8291100,Atividades de cobranças e informações cadastrais,Collection activities and registration information,8291100 - Collection activities and registration information
1193,8292000,Envasamento e empacotamento sob contrato,Bottling and packaging under contract,8292000 - Bottling and packaging under contract
1194,8299701,"Medição de consumo de energia elétrica, gás e água","Measurement of electricity, gas and water consumption","8299701 - Measurement of electricity, gas and water consumption"
1195,8299702,"Emissão de vales-alimentação, vales-transporte e similares","Issuance of food stamps, transport vouchers and similar","8299702 - Issuance of food stamps, transport vouchers and similar"
1196,8299703,"Serviços de gravação de carimbos, exceto confecção","Stamp engraving services, except manufacturing","8299703 - Stamp engraving services, except manufacturing"
1197,8299704,Leiloeiros independentes,Independent Auctioneers,8299704 - Independent Auctioneers
1198,8299705,Serviços de levantamento de fundos sob contrato,Fundraising services under contract,8299705 - Fundraising services under contract
1199,8299706,Casas lotéricas,lottery houses,8299706 - lottery houses
1200,8299707,Salas de acesso à internet,Internet access rooms,8299707 - Internet access rooms
1201,8299799,Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente,Other service activities mainly provided to companies not specified above,8299799 - Other service activities mainly provided to companies not specified above
1202,8411600,Administração pública em geral,general public administration,8411600 - general public administration
1203,8412400,"Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais","Regulation of health, education, cultural and other social services activities","8412400 - Regulation of health, education, cultural and other social services activities"
1204,8413200,Regulação das atividades econômicas,Regulation of economic activities,8413200 - Regulation of economic activities
1205,8421300,Relações exteriores,foreign relations,8421300 - foreign relations
1206,8422100,Defesa,Defense,8422100 - Defense
1207,8423000,Justiça,Justice,8423000 - Justice
1208,8424800,Segurança e ordem pública,security and public order,8424800 - security and public order
1209,8425600,Defesa Civil,Civil defense,8425600 - Civil defense
1210,8430200,Seguridade social obrigatória,mandatory social security,8430200 - mandatory social security
1211,8511200,Educação infantil - creche,kindergarten - nursery,8511200 - kindergarten - nursery
1212,8512100,Educação infantil - pré-escola,kindergarten - preschool,8512100 - kindergarten - preschool
1213,8513900,Ensino fundamental,Elementary School,8513900 - Elementary School
1214,8520100,Ensino médio,High school,8520100 - High school
1215,8531700,Educação superior - graduação,higher education - graduation,8531700 - higher education - graduation
1216,8532500,Educação superior - graduação e pós-graduação,Higher education - undergraduate and graduate,8532500 - Higher education - undergraduate and graduate
1217,8533300,Educação superior - pós-graduação e extensão,Higher education - postgraduate and extension,8533300 - Higher education - postgraduate and extension
1218,8541400,Educação profissional de nível técnico,technical level professional education,8541400 - technical level professional education
1219,8542200,Educação profissional de nível tecnológico,Technological level professional education,8542200 - Technological level professional education
1220,8550301,Administração de caixas escolares,administration of school boxes,8550301 - administration of school boxes
1221,8550302,"Atividades de apoio à educação, exceto caixas escolares","Educational support activities, except school boxes","8550302 - Educational support activities, except school boxes"
1222,8591100,Ensino de esportes,sports teaching,8591100 - sports teaching
1223,8592901,Ensino de dança,dance teaching,8592901 - dance teaching
1224,8592902,"Ensino de artes cênicas, exceto dança","Teaching performing arts, except dance","8592902 - Teaching performing arts, except dance"
1225,8592903,Ensino de música,music teaching,8592903 - music teaching
1226,8592999,Ensino de arte e cultura não especificado anteriormente,Teaching of art and culture not otherwise specified,8592999 - Teaching of art and culture not otherwise specified
1227,8593700,Ensino de idiomas,language teaching,8593700 - language teaching
1228,8599601,Formação de condutores,driver training,8599601 - driver training
1229,8599602,Cursos de pilotagem,piloting courses,8599602 - piloting courses
1230,8599603,Treinamento em informática,computer training,8599603 - computer training
1231,8599604,Treinamento em desenvolvimento profissional e gerencial,Training in professional and managerial development,8599604 - Training in professional and managerial development
1232,8599605,Cursos preparatórios para concursos,Preparatory courses for competitions,8599605 - Preparatory courses for competitions
1233,8599699,Outras atividades de ensino não especificadas anteriormente,Other teaching activities not previously specified,8599699 - Other teaching activities not previously specified
1234,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências","Hospital care activities, except emergency room and emergency care units","8610101 - Hospital care activities, except emergency room and emergency care units"
1235,8610102,Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências,Care activities in emergency rooms and hospital units for emergency care,8610102 - Care activities in emergency rooms and hospital units for emergency care
1236,8621601,UTI móvel,mobile ICU,8621601 - mobile ICU
1237,8621602,"Serviços móveis de atendimento a urgências, exceto por UTI móvel","Mobile emergency care services, except for mobile ICU","8621602 - Mobile emergency care services, except for mobile ICU"
1238,8622400,"Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências","Patient removal services, except mobile emergency care services","8622400 - Patient removal services, except mobile emergency care services"
1239,8630501,Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos,Outpatient medical activity with resources to perform surgical procedures,8630501 - Outpatient medical activity with resources to perform surgical procedures
1240,8630502,Atividade médica ambulatorial com recursos para realização de exames complementares,Outpatient medical activity with resources to perform complementary exams,8630502 - Outpatient medical activity with resources to perform complementary exams
1241,8630503,Atividade médica ambulatorial restrita a consultas,Outpatient medical activity restricted to appointments,8630503 - Outpatient medical activity restricted to appointments
1242,8630504,Atividade odontológica,dental activity,8630504 - dental activity
1243,8630505,Atividade odontológica sem recursos para realização de procedimentos cirúrgicos,Dental activity without resources to perform surgical procedures,8630505 - Dental activity without resources to perform surgical procedures
1244,8630506,Serviços de vacinação e imunização humana,Vaccination and human immunization services,8630506 - Vaccination and human immunization services
1245,8630507,Atividades de reprodução humana assistida,Assisted human reproduction activities,8630507 - Assisted human reproduction activities
1246,8630599,Atividades de atenção ambulatorial não especificadas anteriormente,Outpatient care activities not previously specified,8630599 - Outpatient care activities not previously specified
1247,8640201,Laboratórios de anatomia patológica e citológica,Pathological and cytological anatomy laboratories,8640201 - Pathological and cytological anatomy laboratories
1248,8640202,Laboratórios clínicos,clinical laboratories,8640202 - clinical laboratories
1249,8640203,Serviços de diálise e nefrologia,Dialysis and nephrology services,8640203 - Dialysis and nephrology services
1250,8640204,Serviços de tomografia,tomography services,8640204 - tomography services
1251,8640205,"Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia","Diagnostic imaging services using ionizing radiation, except tomography","8640205 - Diagnostic imaging services using ionizing radiation, except tomography"
1252,8640206,Serviços de ressonância magnética,MRI services,8640206 - MRI services
1253,8640207,"Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética","Diagnostic imaging services without the use of ionizing radiation, except MRI","8640207 - Diagnostic imaging services without the use of ionizing radiation, except MRI"
1254,8640208,"Serviços de diagnóstico por registro gráfico - ECG, EEG e outros exames análogos","Diagnostic services by graphic recording - ECG, EEG and other similar exams","8640208 - Diagnostic services by graphic recording - ECG, EEG and other similar exams"
1255,8640209,Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos,Diagnostic services by optical methods - endoscopy and similar exams,8640209 - Diagnostic services by optical methods - endoscopy and similar exams
1256,8640210,Serviços de quimioterapia,Chemotherapy Services,8640210 - Chemotherapy Services
1257,8640211,Serviços de radioterapia,radiotherapy services,8640211 - radiotherapy services
1258,8640212,Serviços de hemoterapia,hemotherapy services,8640212 - hemotherapy services
1259,8640213,Serviços de litotripcia,Lithotripsy Services,8640213 - Lithotripsy Services
1260,8640214,Serviços de bancos de células e tecidos humanos,Human Cell and Tissue Banking Services,8640214 - Human Cell and Tissue Banking Services
1261,8640299,Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente,Diagnostic and therapeutic complementary service activities not previously specified,8640299 - Diagnostic and therapeutic complementary service activities not previously specified
1262,8650001,Atividades de enfermagem,nursing activities,8650001 - nursing activities
1263,8650002,Atividades de profissionais da nutrição,Activities of nutrition professionals,8650002 - Activities of nutrition professionals
1264,8650003,Atividades de psicologia e psicanálise,Psychology and Psychoanalysis Activities,8650003 - Psychology and Psychoanalysis Activities
1265,8650004,Atividades de fisioterapia,physiotherapy activities,8650004 - physiotherapy activities
1266,8650005,Atividades de terapia ocupacional,occupational therapy activities,8650005 - occupational therapy activities
1267,8650006,Atividades de fonoaudiologia,Speech therapy activities,8650006 - Speech therapy activities
1268,8650007,Atividades de terapia de nutrição enteral e parenteral,Enteral and Parenteral Nutrition Therapy Activities,8650007 - Enteral and Parenteral Nutrition Therapy Activities
1269,8650099,Atividades de profissionais da área de saúde não especificadas anteriormente,Activities of healthcare professionals not previously specified,8650099 - Activities of healthcare professionals not previously specified
1270,8660700,Atividades de apoio à gestão de saúde,Health management support activities,8660700 - Health management support activities
1271,8690901,Atividades de práticas integrativas e complementares em saúde humana,Integrative and complementary practice activities in human health,8690901 - Integrative and complementary practice activities in human health
1272,8690902,Atividades de banco de leite humano,human milk bank activities,8690902 - human milk bank activities
1273,8690903,Atividades de acupuntura,Acupuncture Activities,8690903 - Acupuncture Activities
1274,8690904,Atividades de podologia,Podiatry activities,8690904 - Podiatry activities
1275,8690999,Outras atividades de atenção à saúde humana não especificadas anteriormente,Other human health care activities not previously specified,8690999 - Other human health care activities not previously specified
1276,8711501,Clínicas e residências geriátricas,geriatric clinics and residencies,8711501 - geriatric clinics and residencies
1277,8711502,Instituições de longa permanência para idosos,Long-stay institutions for the elderly,8711502 - Long-stay institutions for the elderly
1278,8711503,"Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes","Assistance activities for the physically handicapped, immunosuppressed and convalescent","8711503 - Assistance activities for the physically handicapped, immunosuppressed and convalescent"
1279,8711504,Centros de apoio a pacientes com câncer e com AIDS,Support centers for cancer and AIDS patients,8711504 - Support centers for cancer and AIDS patients
1280,8711505,Condomínios residenciais para idosos e deficientes físicos,Residential condominiums for the elderly and the physically challenged,8711505 - Residential condominiums for the elderly and the physically challenged
1281,8712300,Atividades de fornecimento de infra-estrutura de apoio e assistência a paciente no domicílio,Activities to provide support infrastructure and patient care at home,8712300 - Activities to provide support infrastructure and patient care at home
1282,8720401,Atividades de centros de assistência psicossocial,Activities of psychosocial care centers,8720401 - Activities of psychosocial care centers
1283,8720499,"Atividades de assistência psicossocial e à saúde a portadores de distúrbios psíquicos, deficiência mental e dependência química e grupos similares não","Psychosocial and health care activities for people with mental disorders, mental disabilities and chemical dependency and similar groups do not","8720499 - Psychosocial and health care activities for people with mental disorders, mental disabilities and chemical dependency and similar groups do not"
1284,8730101,Orfanatos,orphanages,8730101 - orphanages
1285,8730102,Albergues assistenciais,care hostels,8730102 - care hostels
1286,8730199,Atividades de assistência social prestadas em residências coletivas e particulares não especificadas anteriormente,Social assistance activities provided in collective and private residences not previously specified,8730199 - Social assistance activities provided in collective and private residences not previously specified
1287,8800600,Serviços de assistência social sem alojamento,social assistance services without accommodation,8800600 - social assistance services without accommodation
1288,9001901,Produção teatral,theatrical production,9001901 - theatrical production
1289,9001902,Produção musical,Musical production,9001902 - Musical production
1290,9001903,Produção de espetáculos de dança,Production of dance performances,9001903 - Production of dance performances
1291,9001904,"Produção de espetáculos circenses, de marionetes e similares","Production of circus, puppet and similar shows","9001904 - Production of circus, puppet and similar shows"
1292,9001905,"Produção de espetáculos de rodeios, vaquejadas e similares","Production of rodeos, rodeos and similar shows","9001905 - Production of rodeos, rodeos and similar shows"
1293,9001906,Atividades de sonorização e de iluminação,Sound and lighting activities,9001906 - Sound and lighting activities
